,Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
8441,6,26,2001,4.1,2,2,14935,4,5,10201
8442,9,24,2020,3.8,3,3,229479,5,3,10310
8443,8,6,2002,2.8,1,2,166969,2,5,4160
8444,10,18,2008,1.8,3,3,165836,4,5,5983
8445,7,27,2016,1.4,1,2,10910,3,1,10081
8446,9,24,2019,3.2,1,2,122669,5,2,10546
8447,7,25,2010,3.9,1,1,81626,5,2,10867
8448,5,7,2002,4.9,4,1,62111,3,1,9857
8449,8,6,2003,1.3,3,2,124806,4,5,4803
8450,4,16,2021,3.3,1,3,288662,3,4,7926
8451,1,23,2014,3.4,1,1,39460,3,2,12410
8452,9,8,2012,4.4,2,2,94413,3,4,12211
8453,3,13,2008,2.8,4,1,105651,5,4,8686
8454,6,29,2013,2.5,1,1,144244,2,3,9115
8455,6,29,2000,4.2,1,2,22625,3,3,7847
8456,1,3,2012,3.1,3,3,94118,3,1,9917
8457,4,15,2008,1.4,2,2,1123,5,4,9877
8458,5,9,2002,4.9,3,1,27258,2,5,11554
8459,1,23,2007,2.7,2,1,42484,4,3,11550
8460,1,23,2008,4.7,1,1,294229,3,4,6815
8461,1,4,2009,2.5,1,2,229907,2,3,4701
8462,5,7,2009,4.3,1,2,138053,5,1,8338
8463,4,15,2006,1.4,1,1,276510,3,2,3269
8464,2,1,2016,3.2,3,1,249206,5,2,9615
8465,2,1,2011,3.4,1,2,204328,5,2,6713
8466,10,18,2015,2.0,4,2,31848,4,5,9963
8467,3,19,2011,1.1,4,1,184647,2,1,6307
8468,7,25,2005,3.1,2,3,226621,4,2,6167
8469,6,12,2021,1.2,1,1,198986,3,1,9120
8470,2,1,2011,4.0,1,3,203506,5,5,7329
8471,2,2,2006,2.5,2,1,57444,2,1,10751
8472,1,4,2021,2.3,1,2,238144,2,1,7937
8473,1,4,2017,2.3,1,2,231788,4,5,6864
8474,7,27,2009,2.8,3,1,47046,2,2,11159
8475,10,18,2011,1.8,3,2,274097,5,4,4718
8476,1,3,2010,4.3,4,3,258241,3,5,6235
8477,1,3,2003,3.4,3,3,266526,4,3,4069
8478,5,7,2023,1.8,2,1,3235,5,4,16235
8479,5,5,2013,1.3,2,3,175515,3,3,7789
8480,2,2,2005,1.4,4,2,212695,5,1,2746
8481,10,28,2015,3.7,1,3,231703,4,1,7665
8482,5,9,2001,1.9,1,3,156936,5,2,3161
8483,10,28,2002,1.9,1,1,8589,4,5,7928
8484,1,23,2008,1.1,2,3,289703,4,2,3805
8485,10,22,2001,4.2,3,2,66109,5,5,8277
8486,9,24,2012,3.9,2,2,161261,5,2,10374
8487,2,1,2015,2.7,1,2,133476,5,4,8630
8488,6,12,2018,2.5,4,2,189081,2,1,8218
8489,3,13,2019,3.3,2,3,223568,5,2,10628
8490,7,27,2021,4.2,2,2,246820,2,5,11663
8491,6,29,2018,3.0,4,1,151956,5,4,10960
8492,10,22,2013,4.0,4,2,244725,3,3,7105
8493,2,2,2011,2.1,1,1,202184,4,2,6956
8494,1,3,2003,1.7,1,1,255899,3,1,3082
8495,2,2,2004,3.2,4,2,274253,4,1,3014
8496,6,26,2009,4.0,4,1,162223,5,5,9055
8497,2,30,2012,2.5,1,1,105611,3,2,9587
8498,6,29,2006,3.1,4,1,48668,4,3,9526
8499,8,6,2021,2.7,1,1,94677,3,5,12706
8500,9,8,2012,2.2,1,3,26162,3,5,9376
8501,1,4,2003,3.6,3,2,189266,3,5,5814
8502,2,1,2019,2.2,4,1,102893,4,5,11442
8503,1,4,2006,3.4,4,2,61829,2,2,8063
8504,2,30,2020,4.2,4,2,177156,5,1,10756
8505,2,1,2023,2.9,1,1,211902,2,4,11161
8506,4,15,2013,1.1,2,1,182152,5,5,8956
8507,5,9,2016,4.9,3,1,292909,5,5,10441
8508,1,3,2021,3.8,1,3,295818,4,2,8283
8509,2,2,2019,3.0,2,3,120036,5,2,12399
8510,7,25,2006,3.3,2,1,155565,2,5,9588
8511,7,25,2016,4.5,1,3,186516,5,3,9669
8512,6,26,2014,4.9,1,3,297306,2,2,7253
8513,7,21,2023,2.4,2,1,167039,5,1,13559
8514,9,8,2005,3.5,2,3,19095,4,3,10718
8515,1,23,2014,2.4,4,2,252688,3,4,5646
8516,6,29,2015,4.0,3,2,137933,2,5,10841
8517,3,19,2004,3.6,3,3,82916,4,3,8241
8518,4,15,2001,1.9,2,1,88822,3,5,8023
8519,1,4,2003,4.2,3,3,57423,5,1,9051
8520,4,14,2016,4.6,3,2,106240,3,4,12375
8521,5,5,2019,3.6,4,2,205452,3,3,9290
8522,7,21,2000,4.8,4,1,19096,4,5,10018
8523,1,3,2018,4.4,3,2,145623,4,1,11987
8524,7,27,2012,1.7,1,2,215694,2,5,5086
8525,2,1,2003,4.6,2,2,163353,2,5,8332
8526,10,18,2016,3.9,3,3,18025,5,5,13439
8527,1,3,2017,2.5,2,3,210605,5,2,9487
8528,3,19,2007,3.7,4,2,87940,4,3,8141
8529,1,23,2017,3.0,1,1,61090,4,5,12478
8530,5,9,2015,2.2,1,2,36391,2,4,10072
8531,5,5,2020,3.3,4,1,207584,2,2,10748
8532,4,16,2023,3.7,2,2,27676,2,3,16146
8533,8,6,2016,1.1,3,3,62254,5,5,9754
8534,6,29,2015,4.3,2,2,239633,3,5,10107
8535,9,24,2000,4.4,2,2,83650,4,3,8827
8536,10,28,2000,3.5,3,2,68081,5,1,7238
8537,3,20,2020,2.3,1,2,216925,4,2,8061
8538,3,13,2023,2.9,3,2,70186,5,3,13496
8539,5,5,2001,3.4,1,1,173293,2,5,5834
8540,6,12,2005,1.8,1,2,171240,5,4,3975
8541,9,8,2002,2.6,4,2,45687,2,4,6386
8542,8,17,2018,4.4,2,1,91226,3,4,15575
8543,1,3,2014,3.5,3,1,92476,4,4,12450
8544,2,2,2018,4.3,1,2,255802,2,5,8683
8545,2,2,2003,5.0,2,3,151430,5,4,8971
8546,5,7,2013,3.9,2,2,223151,5,4,9436
8547,3,13,2012,2.9,4,2,45211,4,1,9695
8548,2,30,2011,2.6,4,3,243572,5,1,5128
8549,6,29,2011,3.3,3,2,135585,3,3,8988
8550,2,1,2008,2.7,3,1,260076,3,1,6498
8551,7,21,2008,3.9,2,1,172054,4,4,10458
8552,2,2,2004,3.0,2,1,183618,2,5,8127
8553,10,18,2009,2.4,2,2,87845,5,1,9443
8554,10,22,2005,3.2,1,3,235077,2,3,4098
8555,5,9,2013,2.8,1,1,94923,5,2,10401
8556,4,16,2018,3.5,1,3,250184,5,5,7996
8557,10,28,2004,2.2,4,2,34276,5,4,6814
8558,4,15,2019,3.7,2,1,62114,2,4,15757
8559,6,12,2022,5.0,1,1,135041,2,2,14499
8560,4,14,2023,4.7,3,3,102316,4,1,14653
8561,3,19,2009,2.4,1,2,78039,5,2,7639
8562,7,27,2003,2.1,2,1,93531,5,5,8729
8563,1,23,2003,4.0,1,2,132213,5,5,6355
8564,5,5,2022,3.4,1,3,166527,4,1,10769
8565,6,29,2001,5.0,4,1,160877,5,1,7682
8566,2,2,2018,3.0,2,1,261639,3,1,10767
8567,7,21,2003,4.6,4,1,47168,4,2,10156
8568,4,15,2000,3.2,1,2,195410,4,1,3391
8569,3,19,2015,2.7,4,3,93537,2,2,9429
8570,4,16,2007,4.9,4,2,18861,2,4,10722
8571,3,20,2001,2.9,2,3,57004,5,1,8159
8572,5,5,2006,2.5,3,2,122245,5,2,6955
8573,1,4,2022,4.6,2,2,159544,5,2,14109
8574,7,27,2017,2.7,2,3,254486,5,5,8810
8575,9,8,2014,1.4,1,3,295680,5,3,3786
8576,3,19,2006,4.3,4,3,3923,5,4,10121
8577,10,28,2005,1.1,3,3,95418,4,5,5791
8578,7,21,2023,3.5,4,1,65179,5,3,14696
8579,2,2,2011,4.2,1,2,20334,2,1,11193
8580,9,10,2005,3.7,3,2,53501,2,5,9229
8581,8,11,2010,2.9,4,3,272714,3,3,4545
8582,7,25,2010,4.2,2,1,177834,2,1,11243
8583,6,29,2009,1.2,2,3,154527,5,4,6909
8584,4,14,2015,3.8,4,2,77869,4,1,10842
8585,2,30,2009,1.4,2,2,164195,4,4,6916
8586,3,20,2020,2.6,1,2,240811,4,1,7883
8587,6,29,2016,4.8,2,1,42962,2,2,16340
8588,1,3,2015,1.2,3,2,28441,3,5,10231
8589,4,14,2013,2.1,3,2,223480,5,5,6630
8590,1,23,2019,2.9,2,1,39310,3,1,15413
8591,4,15,2020,2.3,3,2,148290,5,2,10434
8592,6,12,2018,4.2,2,2,86529,3,5,13969
8593,3,19,2008,3.0,1,2,63631,5,5,8227
8594,10,28,2012,4.1,2,2,4081,2,2,13718
8595,3,13,2015,2.7,1,3,278961,2,4,5720
8596,2,2,2003,1.3,1,3,175570,5,1,2788
8597,3,20,2019,3.7,1,3,285346,5,2,7793
8598,1,23,2003,4.1,3,1,58845,2,3,10423
8599,10,18,2023,4.0,3,3,239018,5,2,11219
8600,3,19,2009,1.8,4,1,150497,3,4,7090
8601,9,8,2019,2.9,1,3,64568,5,4,11408
8602,5,7,2011,4.8,4,1,120113,3,3,11297
8603,10,28,2019,2.5,4,2,230727,3,1,7685
8604,7,27,2020,1.7,4,1,187468,3,4,9550
8605,3,20,2004,1.4,2,2,114096,2,3,6418
8606,10,22,2016,4.8,1,3,188728,4,1,9925
8607,2,1,2015,4.5,2,2,140987,2,4,12280
8608,8,17,2007,3.3,4,3,284495,2,5,3810
8609,8,6,2007,2.6,3,2,251628,4,1,4767
8610,8,11,2009,1.3,4,2,277187,2,4,2556
8611,3,19,2001,5.0,3,3,240286,3,5,5594
8612,8,17,2007,1.6,3,2,60036,3,4,7599
8613,3,13,2006,4.7,2,2,49929,3,2,11601
8614,10,28,2015,3.5,1,2,164046,5,4,8819
8615,3,19,2008,1.4,3,3,151880,3,1,5862
8616,9,24,2002,3.6,2,1,257390,5,5,6652
8617,5,7,2009,3.6,2,1,9934,4,2,13701
8618,6,12,2000,2.8,1,1,46165,5,1,7476
8619,5,5,2011,4.0,2,2,279343,3,1,7813
8620,9,10,2019,3.9,2,3,201968,2,4,11660
8621,9,10,2018,3.4,3,3,226640,2,2,9367
8622,1,4,2001,2.1,3,3,29526,2,2,6909
8623,2,30,2023,4.2,3,1,182399,4,1,14052
8624,6,29,2000,3.4,3,3,50291,2,5,7494
8625,7,21,2012,4.8,3,1,45936,5,5,14081
8626,5,5,2002,4.6,4,1,164258,5,1,7514
8627,5,5,2001,1.5,4,3,231314,5,1,2000
8628,9,24,2007,3.5,1,1,149723,5,1,8205
8629,1,3,2005,1.7,4,2,146254,2,3,4374
8630,5,9,2011,1.2,1,2,254945,2,5,3501
8631,3,13,2020,3.9,4,2,196173,2,5,10076
8632,9,24,2016,4.4,4,2,183605,2,1,9627
8633,5,5,2019,4.5,2,2,93409,2,1,14431
8634,5,5,2014,3.0,4,1,263720,3,3,7525
8635,4,16,2006,3.9,4,2,282190,4,3,4156
8636,3,20,2019,3.9,3,3,84580,4,1,13008
8637,1,4,2006,3.1,3,1,5762,5,4,11384
8638,5,7,2015,2.9,4,3,215757,4,2,7184
8639,1,4,2015,3.3,2,1,237333,2,3,10653
8640,8,11,2021,3.5,2,3,142515,5,2,13049
8641,1,4,2010,1.9,3,2,122590,2,3,7548
8642,1,4,2008,2.7,1,3,22414,5,4,8751
8643,6,26,2011,1.9,3,1,223344,2,5,7333
8644,2,2,2007,3.5,3,3,67972,2,1,9340
8645,8,17,2002,2.1,2,2,248997,5,2,3820
8646,4,15,2010,4.9,2,1,156099,2,1,12378
8647,3,19,2003,4.2,4,1,178369,3,5,7132
8648,3,19,2011,2.1,4,3,226259,2,2,4974
8649,1,3,2002,4.5,4,3,252583,3,4,4148
8650,8,17,2001,3.6,3,3,8832,4,2,8823
8651,10,22,2014,1.4,3,2,238001,2,5,5939
8652,5,7,2009,4.9,1,1,266435,2,3,7871
8653,9,8,2007,3.0,3,2,126631,3,5,7667
8654,1,23,2005,2.3,3,2,133166,2,5,6236
8655,9,8,2008,1.1,2,1,30173,3,1,10496
8656,9,24,2001,3.7,2,3,32783,5,5,9444
8657,4,15,2010,2.9,3,3,93513,5,3,9129
8658,6,12,2011,3.3,4,2,32035,2,4,10059
8659,5,7,2013,3.7,2,2,162563,3,3,10448
8660,8,17,2008,3.7,1,3,59372,2,1,9012
8661,2,30,2019,2.7,2,2,39275,3,4,13714
8662,8,11,2007,4.5,2,2,198340,3,5,8733
8663,2,2,2019,3.0,2,2,293175,4,1,8936
8664,3,13,2018,1.8,2,1,206717,3,5,10665
8665,6,26,2011,2.4,2,3,291467,3,1,5970
8666,5,9,2012,1.8,3,2,155798,2,5,7384
8667,9,8,2002,2.0,1,1,188190,5,1,4436
8668,7,25,2003,4.7,1,2,114556,5,3,7408
8669,1,3,2005,2.9,4,1,276720,3,3,4465
8670,10,28,2014,1.2,3,2,32008,2,5,9859
8671,9,10,2010,3.2,3,3,3706,4,2,11225
8672,1,23,2014,3.4,1,3,180091,2,3,8098
8673,2,2,2021,2.2,2,3,2578,5,4,14548
8674,7,27,2003,3.5,4,2,265053,5,2,3198
8675,8,6,2020,3.5,4,1,23933,3,3,14621
8676,1,3,2005,4.8,4,2,133567,5,2,7728
8677,9,24,2009,2.4,4,2,131952,3,3,6560
8678,5,5,2020,1.2,1,2,293337,4,2,5433
8679,3,13,2021,2.8,3,3,252473,5,5,9150
8680,6,12,2018,1.7,3,2,168094,5,5,8838
8681,7,25,2006,3.6,3,3,42204,3,5,9655
8682,2,30,2004,1.0,3,3,71056,3,5,5878
8683,6,26,2000,2.5,1,1,52610,2,4,7047
8684,3,20,2014,2.0,1,3,200270,3,3,6294
8685,5,7,2017,1.5,4,2,53326,4,1,9633
8686,9,10,2018,2.0,1,2,111958,5,2,9260
8687,2,2,2018,2.2,4,3,279897,2,5,6102
8688,1,4,2016,1.0,2,3,53839,2,1,10823
8689,10,18,2017,3.7,1,3,298624,3,2,6927
8690,1,4,2002,2.9,1,3,194395,2,4,3712
8691,10,18,2011,4.2,2,1,290139,2,2,9297
8692,9,24,2021,3.8,2,2,225281,3,1,11694
8693,5,7,2010,3.5,1,2,56557,4,4,9468
8694,7,27,2005,1.6,4,1,175506,5,5,5189
8695,6,29,2018,2.8,2,2,288472,4,5,8530
8696,1,3,2007,1.1,1,3,75883,3,5,5782
8697,8,6,2008,4.5,1,1,89078,3,5,10718
8698,7,27,2010,4.8,1,1,255573,4,3,8288
8699,5,9,2004,4.8,3,2,42624,2,2,10247
8700,7,25,2019,1.3,4,2,190109,4,3,7297
8701,7,21,2002,1.5,1,3,45968,3,1,5280
8702,7,27,2009,3.2,3,2,74477,2,3,9510
8703,1,3,2002,1.0,1,3,229693,3,1,2000
8704,2,2,2014,1.1,1,2,219921,2,2,5001
8705,3,13,2012,2.3,2,3,195479,2,4,8090
8706,3,13,2019,4.0,2,1,12292,5,4,17054
8707,2,30,2003,4.1,2,2,195476,3,3,7190
8708,1,3,2019,3.1,1,1,155039,5,1,11299
8709,2,30,2016,4.0,3,1,106356,5,2,13272
8710,7,27,2004,4.9,2,2,179026,4,1,8619
8711,5,7,2013,3.1,2,1,174132,4,3,11117
8712,7,21,2015,1.8,3,1,158589,5,4,9728
8713,7,25,2015,1.6,1,3,139098,2,3,7418
8714,8,6,2000,2.7,2,3,68230,2,5,7435
8715,10,22,2019,1.8,1,2,116866,2,3,9262
8716,10,18,2003,3.3,1,3,194727,4,3,4405
8717,3,13,2018,4.7,1,1,6212,4,3,15575
8718,10,22,2020,3.3,1,1,262079,5,1,9658
8719,10,28,2017,1.4,2,1,81604,2,2,12467
8720,1,3,2020,3.0,3,2,295890,5,3,8182
8721,8,11,2023,2.4,2,2,278847,2,2,9823
8722,4,16,2001,4.7,2,1,106379,2,5,10472
8723,5,5,2021,4.5,3,2,30072,2,4,15298
8724,5,5,2014,3.4,3,1,276760,3,4,8664
8725,1,23,2004,4.6,2,3,86804,2,1,10163
8726,1,4,2010,2.1,3,1,70950,3,1,10281
8727,5,5,2019,1.1,3,3,142212,4,4,9055
8728,6,29,2005,2.7,1,1,40890,3,4,8982
8729,2,30,2019,1.5,2,3,277287,4,2,7754
8730,8,17,2015,3.8,3,1,71836,3,1,13463
8731,10,22,2021,4.1,1,3,227784,4,3,9944
8732,8,6,2013,1.6,4,3,177460,4,2,6050
8733,2,2,2008,3.8,3,3,224616,4,4,6807
8734,4,14,2006,2.1,3,3,224412,3,5,4511
8735,7,27,2007,1.5,3,2,42352,3,5,7852
8736,6,12,2019,2.3,3,2,213388,3,4,8832
8737,9,8,2023,3.2,4,3,102888,4,1,12142
8738,1,3,2008,2.6,3,3,246550,5,1,5169
8739,2,30,2003,4.6,4,2,82919,4,5,7941
8740,8,11,2007,4.4,1,2,274551,3,1,5108
8741,3,20,2020,4.8,2,1,294021,5,4,12519
8742,4,14,2023,4.1,4,3,95173,4,1,13196
8743,6,12,2023,3.1,2,1,55386,3,2,16492
8744,3,13,2007,2.8,2,3,239827,4,4,6203
8745,6,26,2012,1.2,2,2,141631,3,4,8067
8746,6,26,2021,4.0,1,2,105522,5,5,12289
8747,2,2,2020,3.4,4,2,29249,2,4,12915
8748,2,30,2001,3.2,2,3,189265,2,4,5814
8749,7,21,2017,4.7,1,2,197920,5,4,9941
8750,9,10,2002,1.7,2,1,147344,4,2,6953
8751,8,17,2007,4.6,2,3,274384,5,2,7312
8752,3,19,2008,2.8,3,2,295215,5,5,4395
8753,10,22,2007,3.8,4,2,231294,3,5,5374
8754,2,1,2013,2.3,4,1,146308,3,1,8873
8755,10,28,2015,1.4,2,1,92367,3,3,11652
8756,3,20,2020,3.6,3,2,243884,4,2,9822
8757,4,16,2011,4.2,4,3,96854,3,1,9662
8758,1,4,2015,3.5,3,1,12065,2,5,14358
8759,9,10,2007,1.1,4,2,165212,3,5,3995
8760,2,30,2004,1.5,1,1,204079,3,1,4218
8761,10,18,2017,2.2,3,3,160275,2,2,9194
8762,7,21,2012,4.8,1,2,293687,5,2,6626
8763,4,15,2018,2.4,3,1,117840,5,3,12043
8764,1,23,2001,3.7,3,3,287848,4,2,3343
8765,1,3,2022,1.1,3,3,240385,2,3,7992
8766,7,25,2000,1.6,1,1,54032,3,1,6119
8767,6,29,2014,4.5,4,3,252087,4,4,7758
8768,9,10,2012,3.7,1,3,235589,5,1,6688
8769,1,3,2018,4.5,1,1,258956,4,1,10320
8770,8,11,2006,4.1,1,3,117834,4,4,7643
8771,10,18,2021,3.4,2,1,201580,5,2,13268
8772,9,8,2009,1.3,4,3,28894,3,5,7522
8773,4,16,2014,3.5,1,2,156276,3,1,8674
8774,7,25,2019,2.8,2,3,240312,5,3,9793
8775,9,8,2017,2.9,2,3,152699,4,5,11046
8776,2,30,2023,3.0,2,3,130341,5,3,13393
8777,3,20,2020,3.9,3,1,210269,2,5,12294
8778,8,17,2005,2.0,2,2,267576,3,4,4248
8779,6,12,2018,2.4,3,1,82051,3,4,12758
8780,6,26,2011,1.0,1,2,67463,4,3,7050
8781,8,17,2010,1.7,2,2,162706,3,2,7545
8782,4,16,2022,1.7,3,1,211683,3,3,10666
8783,5,5,2009,2.0,4,1,119916,4,4,7901
8784,3,19,2011,2.9,2,3,232148,3,1,7657
8785,8,11,2010,2.3,2,2,295293,2,4,5494
8786,9,24,2013,4.0,4,1,24472,3,1,13010
8787,3,19,2006,4.4,3,3,179721,2,5,7705
8788,1,4,2010,1.1,4,3,12009,5,5,7959
8789,3,20,2023,1.4,3,1,1485,2,1,14870
8790,10,22,2011,3.1,3,1,273272,2,5,7534
8791,3,13,2007,2.5,1,1,297626,3,4,4247
8792,5,9,2012,3.3,4,1,241815,5,1,7663
8793,2,30,2007,4.1,3,3,89590,4,1,9508
8794,8,17,2009,2.7,3,3,14292,5,1,10214
8795,8,6,2022,4.3,1,1,148159,2,5,13536
8796,4,16,2017,3.8,2,1,255900,5,3,11382
8797,3,13,2002,1.1,1,3,185040,2,2,2099
8798,6,26,2020,2.7,2,2,11279,4,2,14574
8799,2,2,2002,1.3,2,2,139052,3,2,5218
8800,8,6,2019,4.2,4,2,111314,3,3,11773
8801,3,20,2009,4.6,1,1,85164,5,5,11196
8802,3,20,2015,3.9,1,1,8531,4,2,13829
8803,5,5,2015,4.6,1,2,241408,5,3,8371
8804,3,20,2010,4.2,2,2,172422,4,4,9851
8805,8,17,2005,4.1,4,3,270536,4,1,4289
8806,7,21,2015,2.7,4,1,235899,4,1,8082
8807,9,8,2014,2.8,3,2,191319,5,3,8273
8808,8,11,2000,4.6,4,2,71762,2,2,7264
8809,3,20,2016,3.1,4,3,15793,2,3,11684
8810,1,4,2008,1.3,3,2,266370,2,2,3472
8811,1,3,2010,3.3,4,2,84742,4,5,8705
8812,2,1,2004,2.2,4,3,14005,2,3,7219
8813,5,9,2016,1.3,3,1,27783,4,5,12144
8814,6,12,2022,2.6,3,1,144653,3,5,12906
8815,6,29,2010,4.1,2,1,6807,2,2,14563
8816,5,7,2014,1.7,2,1,75940,4,1,11981
8817,5,7,2000,1.1,1,3,71954,4,3,3760
8818,8,6,2003,3.3,4,2,197832,5,2,4343
8819,7,21,2006,4.3,3,2,102842,4,3,9143
8820,7,27,2010,2.0,2,2,228275,4,3,6534
8821,3,19,2005,4.7,2,2,214270,5,5,8014
8822,8,11,2002,2.6,4,2,24516,2,3,6809
8823,2,2,2023,2.6,4,3,220504,3,4,9189
8824,6,26,2021,2.6,1,1,154314,3,2,11413
8825,6,26,2001,3.6,1,2,80160,2,3,6396
8826,3,20,2006,4.8,4,2,252463,4,5,5650
8827,9,24,2015,3.2,3,3,6543,5,2,12669
8828,2,2,2020,2.3,1,2,297675,4,5,6446
8829,10,28,2023,3.0,2,2,264338,5,2,10713
8830,9,24,2020,4.4,2,2,128014,5,2,13939
8831,7,25,2007,3.2,3,2,204192,3,2,6316
8832,5,9,2006,3.0,2,3,164498,3,5,7610
8833,2,30,2004,1.4,4,3,66995,4,1,5360
8834,1,4,2018,4.3,3,3,122908,5,3,12341
8835,5,5,2007,4.5,1,3,28181,5,4,10136
8836,7,25,2004,2.4,1,3,193641,3,5,3827
8837,3,19,2004,2.0,2,3,235173,5,4,4596
8838,7,25,2000,4.8,3,2,265701,4,2,4585
8839,6,26,2023,3.4,3,3,59862,4,1,14202
8840,2,2,2016,3.0,3,1,95043,5,3,12499
8841,5,7,2001,4.7,4,1,146954,2,1,7660
8842,10,18,2001,1.5,1,1,10442,4,1,7191
8843,9,24,2022,3.6,2,1,183530,2,5,14129
8844,6,12,2020,2.8,3,3,172103,4,2,10457
8845,6,29,2017,1.7,3,3,195051,3,4,7998
8846,9,24,2022,3.3,3,1,111574,5,1,14268
8847,4,15,2013,4.4,2,3,77846,5,2,12843
8848,4,14,2020,3.2,1,3,190065,5,4,9498
8849,10,28,2021,4.1,4,3,229919,2,3,9901
8850,9,8,2011,2.5,4,1,116936,3,1,9061
8851,6,29,2003,4.7,4,3,211589,5,5,5468
8852,3,19,2015,1.1,3,1,46064,5,4,11278
8853,6,26,2004,2.8,3,1,23803,5,3,10123
8854,10,18,2009,3.8,3,2,288635,4,2,5827
8855,9,8,2016,1.8,1,1,23232,2,5,11735
8856,8,11,2010,3.0,2,3,145664,3,4,9186
8857,5,9,2019,3.5,2,1,196409,5,1,12871
8858,7,27,2003,5.0,1,3,141843,3,1,7163
8859,5,5,2009,4.7,3,3,260872,5,5,7282
8860,5,5,2016,3.2,1,2,50916,2,3,11081
8861,4,14,2014,2.1,2,3,47923,3,5,11441
8862,6,12,2023,2.1,3,2,89918,3,1,12301
8863,6,12,2008,2.8,4,2,166274,4,5,5974
8864,2,30,2008,3.8,2,3,164284,3,4,9014
8865,3,20,2007,1.3,2,3,100696,5,1,7486
8866,8,6,2002,2.4,2,3,271316,3,2,3673
8867,10,28,2000,2.8,2,2,168674,5,2,5526
8868,2,1,2021,2.3,1,3,228466,4,1,8130
8869,7,27,2021,3.7,2,1,173864,5,5,14122
8870,10,18,2014,2.4,2,1,192340,2,3,10353
8871,4,16,2014,1.6,4,3,142610,5,4,7047
8872,1,4,2005,3.3,3,1,427,4,1,11391
8873,8,11,2011,3.5,4,3,190224,4,5,7095
8874,3,19,2017,4.8,3,1,173000,2,1,13040
8875,8,11,2007,3.7,2,3,119462,2,3,9510
8876,7,25,2001,4.6,3,3,228167,2,4,5436
8877,1,23,2013,1.3,2,2,32308,3,1,10653
8878,1,4,2003,2.2,4,1,299227,3,5,2715
8879,2,30,2007,3.9,2,2,259103,4,5,6917
8880,10,18,2016,4.5,2,3,248821,3,2,10423
8881,2,1,2006,3.7,4,2,41070,3,2,8778
8882,7,25,2005,3.6,2,1,137857,2,5,9942
8883,9,24,2002,2.6,3,3,30901,3,5,7681
8884,7,21,2000,1.5,2,1,258915,3,3,3921
8885,4,14,2007,2.0,3,3,41481,2,5,8370
8886,8,11,2022,3.6,1,1,198362,5,5,11832
8887,3,20,2016,4.0,3,1,110946,5,4,13181
8888,3,20,2022,1.6,2,1,194358,4,1,11912
8889,2,30,2010,1.8,4,1,38947,4,4,9621
8890,1,4,2015,4.3,4,3,21986,4,1,12460
8891,9,10,2001,2.4,2,2,153623,5,5,5727
8892,2,2,2004,2.9,4,1,215282,4,3,5394
8893,6,12,2015,4.6,1,1,172957,2,5,11240
8894,9,8,2021,3.3,4,1,172897,3,3,11742
8895,2,2,2001,3.8,3,2,188485,2,5,5430
8896,2,2,2007,3.4,4,3,271277,2,1,4174
8897,9,10,2010,3.8,2,3,84379,4,4,11212
8898,4,16,2002,4.3,3,2,171943,5,3,6561
8899,3,13,2015,2.3,2,2,186446,2,1,9171
8900,1,4,2016,3.1,3,1,171454,3,3,11070
8901,5,5,2014,1.9,3,1,63052,3,1,11438
8902,10,22,2017,3.7,3,1,280427,3,1,9791
8903,8,11,2005,2.6,3,3,169337,3,5,5813
8904,7,21,2002,2.6,2,2,103919,2,3,7221
8905,9,24,2007,2.1,3,2,271466,5,1,3870
8906,3,13,2012,3.2,1,1,167296,3,1,9054
8907,6,12,2006,1.1,1,1,286944,4,4,2761
8908,10,22,2007,4.2,3,1,27307,3,5,12353
8909,10,22,2009,3.3,4,2,72733,2,3,8645
8910,8,11,2015,4.8,2,1,148686,4,1,13926
8911,5,5,2015,1.6,4,3,166446,3,1,6871
8912,7,27,2015,4.6,2,3,275056,5,3,9698
8913,9,10,2016,4.2,4,3,297649,3,5,7147
8914,2,1,2005,3.5,4,1,126275,3,2,8074
8915,9,24,2012,3.8,4,3,261912,5,5,6261
8916,3,19,2012,1.5,3,3,67196,3,2,8856
8917,1,23,2001,5.0,4,2,214136,4,4,5117
8918,6,26,2016,2.1,1,2,80179,4,2,9396
8919,7,27,2006,3.6,3,3,59893,5,1,9302
8920,9,24,2004,1.3,2,1,106431,5,3,7971
8921,7,25,2017,2.1,1,2,277622,3,1,5747
8922,1,4,2015,4.4,4,2,290012,2,2,7199
8923,5,5,2002,1.1,4,2,164737,5,3,2505
8924,8,11,2002,1.2,1,1,104621,5,4,5307
8925,1,3,2013,3.7,4,2,18182,3,3,11336
8926,8,17,2000,3.3,1,3,156246,3,5,4275
8927,9,24,2016,4.3,2,1,170227,4,1,13295
8928,1,23,2016,4.1,1,1,249475,2,5,9510
8929,2,2,2011,4.5,4,1,188240,5,3,9635
8930,1,23,2011,1.9,2,1,73858,3,3,11322
8931,9,24,2014,4.3,1,3,34617,2,4,11907
8932,2,1,2016,1.5,2,2,108570,2,2,10228
8933,9,8,2012,4.4,1,3,63389,5,2,10832
8934,5,5,2001,3.9,2,1,283111,4,1,6137
8935,4,15,2006,4.4,4,1,250389,2,5,6792
8936,2,1,2010,3.3,2,2,561,5,4,12388
8937,9,8,2019,4.2,4,1,113614,3,5,13227
8938,7,27,2001,2.8,2,1,284655,5,1,5006
